person_id;household_id;age;employed;sex;has_driving_license;subscriptions_ga;subscriptions_halbtax;subscriptions_verbund;subscriptions_strecke;subscriptions_gleis7;subscriptions_junior;subscriptions_other;subscriptions_ga_class;subscriptions_verbund_class;subscriptions_strecke_class;statpop_person_id;mz_person_id;mz_head_id;canton_id
202340001809409;202302612727351;7;False;1;False;False;False;False;False;False;False;False;False;False;False;202340001809409;250960;252523;1
202340006681756;202302612727351;38;True;1;True;False;True;True;False;False;True;False;False;False;False;202340006681756;150067;252523;1
202340001970166;202301982095095;12;False;1;False;False;False;False;False;False;False;False;False;False;False;202340001970166;443431;252523;1
202340002061984;202301982095095;50;True;0;True;False;True;False;False;False;False;False;False;False;False;202340002061984;450293;252523;1
202340001529905;202301982095095;43;False;1;True;False;False;False;False;False;False;False;False;False;False;202340001529905;280498;252523;1
202340011110788;202301982095095;9;False;0;False;False;False;False;False;False;False;False;False;False;False;202340011110788;314455;252523;1
202340008563335;202364211003117;8;False;1;False;False;False;False;False;False;False;False;False;False;False;202340008563335;353834;252523;24
202340004520021;202364211003117;28;True;1;True;False;False;True;False;False;False;False;False;False;False;202340004520021;427723;252523;24
202340005881330;202364211003117;55;True;1;True;False;False;False;False;False;False;False;False;False;False;202340005881330;170062;252523;24
202340010412197;202301603679952;46;True;1;True;False;False;False;False;False;False;False;False;False;False;202340010412197;121857;265147;1
202340007334559;202301603679952;12;False;1;False;False;False;False;False;False;True;False;False;False;False;202340007334559;455422;265147;1
202340010595993;202301603679952;49;True;0;True;False;False;True;False;False;False;False;False;False;False;202340010595993;487968;265147;1
202340006503655;202301603679952;9;False;1;False;False;False;False;False;False;False;False;False;False;False;202340006503655;132341;265147;1
202340010000153;202330253294424;8;False;0;False;False;False;False;False;False;False;False;False;False;False;202340010000153;154264;265147;15
202340005394455;202330253294424;16;False;0;False;False;True;True;False;False;False;False;False;False;False;202340005394455;441416;265147;15
202340004544146;202330253294424;13;False;1;False;False;False;False;False;False;True;False;False;False;False;202340004544146;393435;265147;15
202340008540498;202330253294424;44;True;1;False;False;True;False;False;False;True;False;False;False;False;202340008540498;269276;265147;15
202340002803987;202330253294424;48;True;0;True;False;True;False;False;False;False;False;False;False;False;202340002803987;171299;265147;15
202340009196535;202300962252809;43;True;1;True;False;False;True;False;False;False;False;False;False;False;202340009196535;183688;265147;1
202340001452060;202300962252809;47;True;0;True;True;False;False;False;False;False;False;False;False;False;202340001452060;140789;265147;1
202340001987722;202300962252809;7;False;0;False;False;False;False;False;False;True;False;False;False;False;202340001987722;113658;265147;1
202340010034318;202303711387351;49;True;0;True;False;False;False;False;False;False;False;False;False;False;202340010034318;267632;265147;2
202340001105855;202303711387351;48;True;1;True;False;False;False;False;False;False;True;False;False;False;202340001105855;173050;265147;2
202340001534187;202303711387351;5;False;1;False;;;;;;;;;;;202340001534187;-1;265147;2
202340002247907;202339011359545;42;True;1;True;False;False;False;False;False;False;False;False;False;False;202340002247907;292291;265147;18
202340001757987;202339011359545;47;True;0;True;False;True;False;False;False;True;False;False;False;False;202340001757987;129883;265147;18
202340002286068;202339011359545;6;False;1;False;False;False;False;False;False;False;False;False;False;False;202340002286068;418141;265147;18
202340008846302;202362664043183;11;False;1;False;False;False;False;False;False;False;False;False;False;False;202340008846302;228855;265147;23
202340008273009;202362664043183;34;True;0;True;False;True;False;True;False;False;False;False;False;False;202340008273009;172110;265147;23
202340009150437;202362664043183;10;False;1;False;False;False;True;False;False;True;False;False;False;False;202340009150437;170251;265147;23
202340005476223;202362664043183;13;False;1;False;False;False;False;False;False;True;False;False;False;False;202340005476223;393435;265147;23
202340005563300;202362664043183;47;True;1;False;False;False;True;False;False;False;False;False;False;False;202340005563300;124072;265147;23
202340005129598;202340212423431;11;False;1;False;False;False;False;False;False;False;False;False;False;False;202340005129598;418141;265147;19
202340010649895;202340212423431;50;True;1;False;False;False;True;False;False;False;False;False;False;False;202340010649895;152198;265147;19
202340005125548;202303550696258;70;False;1;True;False;True;False;False;False;False;False;False;False;False;202340005125548;138474;185915;2
202340002496818;202305611898025;67;False;1;False;False;True;False;False;False;False;False;False;False;False;202340002496818;230859;185915;2
202340003733211;202305611898025;66;False;0;True;False;True;False;False;False;False;False;False;False;False;202340003733211;327304;185915;2
202340008613908;202309532764376;76;False;1;True;False;True;False;False;False;False;False;False;False;False;202340008613908;138474;185915;2
202340007414331;202305610778213;74;False;1;True;False;False;False;False;False;False;False;False;False;False;202340007414331;319738;185915;2
202340010985672;202303720725838;72;False;1;True;False;False;False;False;False;False;False;False;False;False;202340010985672;151470;185915;2
202340011425601;202304960762878;68;False;1;True;False;True;False;False;False;False;False;False;False;False;202340011425601;187059;185915;2
202340002832217;202321961110756;19;False;0;False;False;False;True;False;False;False;False;False;False;False;202340002832217;141703;146568;10
202340003227160;202321961110756;42;False;0;False;False;True;True;False;False;False;False;False;False;False;202340003227160;309614;146568;10
202340009278898;202321961110756;48;False;1;False;False;False;False;False;False;False;False;False;False;False;202340009278898;347405;146568;10
202340007392040;202321961110756;52;False;0;True;False;False;False;False;False;False;False;False;False;False;202340007392040;485947;146568;10
202340002547485;202321961120046;48;False;1;False;False;False;False;False;False;False;False;False;False;False;202340002547485;347405;146568;10
202340006367881;202321961120046;49;False;0;False;False;False;False;False;False;False;False;False;False;False;202340006367881;246905;146568;10
202340006647861;202321961120046;20;True;0;True;True;False;False;False;False;False;False;False;False;False;202340006647861;118445;146568;10
202340009284092;202321961116486;16;True;1;False;False;False;True;False;False;True;False;False;False;False;202340009284092;476539;146568;10
202340003721023;202321961116486;18;False;0;False;False;False;False;False;False;False;False;False;False;False;202340003721023;303538;146568;10
202340005403170;202321961116486;53;True;1;False;False;True;False;False;False;False;False;False;False;False;202340005403170;276506;146568;10
202340004319668;202321961116486;17;False;1;False;False;False;True;False;False;True;False;False;False;False;202340004319668;169266;146568;10
202340004899197;202321961116486;55;True;0;True;False;False;True;False;False;False;False;False;False;False;202340004899197;256882;146568;10
202340003838013;202321961116486;14;False;0;False;False;False;False;False;False;True;False;False;False;False;202340003838013;335582;146568;10
202340007471263;202321961116486;20;True;0;False;False;False;True;False;False;False;False;False;False;False;202340007471263;156870;146568;10
202340008661877;202321961116486;54;True;1;False;False;True;True;False;False;False;False;False;False;False;202340008661877;218514;146568;10
202340003182108;202321961116486;52;True;0;True;True;False;False;False;False;False;False;False;False;False;202340003182108;108227;146568;10
202340009654125;202322281136111;59;True;0;True;False;False;True;False;False;False;False;False;False;False;202340009654125;256882;146568;10
202340011286093;202322281136111;61;True;1;True;True;False;False;False;False;False;False;False;False;False;202340011286093;286425;146568;10
202340009107058;202321962755477;52;True;0;True;True;False;False;False;False;False;False;False;False;False;202340009107058;416889;146568;10
202340009736009;202321981126448;55;False;0;False;False;False;True;False;False;False;False;False;False;False;202340009736009;471967;146568;10
202340004154972;202327712371194;2;False;1;False;;;;;;;;;;;202340004154972;-1;121684;13
202340008521600;202327712371194;30;True;1;False;False;True;False;False;False;False;False;False;False;False;202340008521600;351900;121684;13
202340001236462;202327712371194;36;True;0;False;False;True;True;False;False;False;False;False;False;False;202340001236462;335227;121684;13
202340004145890;202327012339866;44;True;1;True;False;True;False;True;False;False;False;False;False;False;202340004145890;158097;121684;12
202340007519928;202327012339866;5;False;0;False;;;;;;;;;;;202340007519928;-1;121684;12
202340007822346;202329391237488;35;True;1;True;True;False;False;False;False;False;False;False;False;False;202340007822346;233391;121684;14
202340010981097;202329391237488;9;False;1;False;False;False;False;False;False;False;False;False;False;False;202340010981097;213884;121684;14
202340001132647;202329391237488;33;True;0;False;False;False;False;False;False;False;False;False;False;False;202340001132647;121684;121684;14
202340002023920;202329391237488;8;False;0;False;False;False;False;False;False;False;False;False;False;False;202340002023920;185938;121684;14
202340003679572;202351130430363;16;False;1;False;False;False;True;False;False;False;False;False;False;False;202340003679572;243002;121684;21
202340009159278;202351130430363;43;False;1;True;False;True;True;False;False;True;False;False;False;False;202340009159278;373708;121684;21
202340007569577;202351130430363;5;False;0;False;;;;;;;;;;;202340007569577;-1;121684;21
202340008909244;202302933545490;17;False;1;False;False;False;False;False;False;False;False;False;False;False;202340008909244;251390;472658;1
202340003518585;202302933545490;69;True;1;True;False;False;False;False;False;False;False;False;False;False;202340003518585;489722;472658;1
202340005575878;202302933545490;9;False;0;False;False;False;False;False;False;False;False;False;False;False;202340005575878;364056;472658;1
202340002081464;202302933545490;41;False;1;True;False;True;False;False;False;False;False;False;False;False;202340002081464;337220;472658;1
202340001482980;202302933545490;37;True;0;True;False;False;False;False;False;False;False;False;False;False;202340001482980;220799;472658;1
202340004663747;202300273844523;5;False;0;False;;;;;;;;;;;202340004663747;-1;472658;1
202340004110508;202300273844523;39;True;0;True;False;True;False;False;False;True;False;False;False;False;202340004110508;146692;472658;1
202340008663873;202300273844523;8;False;1;False;False;False;False;False;False;True;False;False;False;False;202340008663873;349219;472658;1
202340004246121;202300273844523;44;True;1;True;False;True;True;False;False;False;False;False;False;False;202340004246121;160879;472658;1
202340001496233;202300273844523;10;False;1;False;False;False;False;False;False;False;False;False;False;False;202340001496233;165377;472658;1
202340001662264;202302612690154;17;False;0;False;False;False;True;False;False;False;False;False;False;False;202340001662264;269951;472658;1
202340010222578;202302612690154;43;True;0;True;False;False;False;False;False;True;False;False;False;False;202340010222578;355021;472658;1
202340006674436;202302612690154;42;True;1;False;False;False;False;False;False;True;False;False;False;False;202340006674436;300548;472658;1
202340006967869;202302612690154;11;False;0;False;False;False;False;False;False;False;False;False;False;False;202340006967869;199599;472658;1
202340006917187;202302612690154;20;True;0;True;False;False;False;False;False;False;False;False;False;False;202340006917187;429212;472658;1
202340008258283;202302300482749;0;False;0;False;;;;;;;;;;;202340008258283;-1;472658;1
202340003683182;202302300482749;39;True;0;True;False;False;False;False;False;False;False;False;False;False;202340003683182;165496;472658;1
202340005908634;202302300482749;38;True;1;True;False;False;False;False;False;False;False;False;False;False;202340005908634;234244;472658;1
202340010915369;202302300482749;40;False;1;True;False;False;False;False;False;False;False;False;False;False;202340010915369;430533;472658;1
202340008548637;202302002745050;7;False;0;False;False;False;False;False;False;False;False;False;False;False;202340008548637;337303;472658;1
202340005874429;202302002745050;41;True;1;True;False;False;False;False;False;False;False;False;False;False;202340005874429;201468;472658;1
202340007113540;202302002745050;14;False;0;False;False;False;False;False;False;False;False;False;False;False;202340007113540;469358;472658;1
202340005082339;202302002745050;44;True;0;True;True;False;False;False;False;False;False;False;False;False;202340005082339;451680;472658;1
202340003710441;202337321613049;1;False;0;False;;;;;;;;;;;202340003710441;-1;472658;18
202340005045947;202337321613049;35;False;1;True;False;False;False;False;False;False;False;False;False;False;202340005045947;302798;472658;18
202340001774193;202337321613049;42;True;0;True;False;False;False;False;False;False;False;False;False;False;202340001774193;188434;472658;18
202340007649321;202301352146782;36;True;1;True;False;False;False;False;False;False;False;False;False;False;202340007649321;225778;472658;1
202340010389375;202301352146782;3;False;0;False;;;;;;;;;;;202340010389375;-1;472658;1
202340007604450;202301352146782;0;False;0;False;;;;;;;;;;;202340007604450;-1;472658;1
202340008293529;202301352146782;35;True;0;True;False;False;False;False;False;False;False;False;False;False;202340008293529;442918;472658;1
202340010990905;202310331486242;5;False;1;False;;;;;;;;;;;202340010990905;-1;472658;3
202340011099816;202310331486242;39;True;0;True;False;False;False;False;False;False;False;False;False;False;202340011099816;153080;472658;3
202340002279131;202310331486242;39;False;1;True;False;False;False;False;False;False;False;False;False;False;202340002279131;430533;472658;3
202340007932737;202310331486242;11;False;1;False;False;False;True;False;False;False;False;False;False;False;202340007932737;454972;472658;3
202340009804520;202310331486242;8;False;1;False;False;False;False;False;False;True;False;False;False;False;202340009804520;110107;472658;3
202340001277327;202301173172849;25;True;1;True;False;False;False;False;False;False;False;False;False;False;202340001277327;166122;472658;1
202340008471393;202301173172849;1;False;0;False;;;;;;;;;;;202340008471393;-1;472658;1
202340006044183;202301173172849;30;True;0;True;False;False;False;False;False;False;False;False;False;False;202340006044183;135084;472658;1
202340005285726;202300963014033;43;True;0;True;False;False;False;False;False;True;False;False;False;False;202340005285726;355021;472658;1
202340008953609;202300963014033;36;False;1;True;False;True;False;False;False;False;False;False;False;False;202340008953609;288073;472658;1
202340005945006;202300963014033;9;False;0;False;False;False;False;False;False;True;False;False;False;False;202340005945006;497410;472658;1
202340006624438;202300963014033;18;True;0;False;False;False;True;False;False;False;False;False;False;False;202340006624438;179250;472658;1
202340003744067;202300963014033;10;False;1;False;False;False;False;False;False;False;False;False;False;False;202340003744067;242323;472658;1
202340006776778;202327753130210;44;True;0;True;False;False;False;False;False;False;False;False;False;False;202340006776778;409947;253718;13
202340007679597;202327753130210;17;False;1;False;False;False;False;False;False;False;False;False;False;False;202340007679597;235673;253718;13
202340004978893;202327753130210;19;False;0;True;False;False;False;False;False;False;False;False;False;False;202340004978893;155908;253718;13
202340008101387;202327753130210;41;True;1;True;False;False;False;False;False;False;False;False;False;False;202340008101387;346786;253718;13
202340003343698;202328463153914;36;True;1;False;False;True;True;False;False;False;False;False;False;False;202340003343698;159609;253718;13
202340005049060;202328463153914;66;False;0;True;False;False;False;False;False;False;False;False;False;False;202340005049060;327579;253718;13
202340010562402;202328463153914;62;True;1;True;False;False;False;False;False;False;False;False;False;False;202340010562402;344647;253718;13
202340005862315;202325421630371;41;True;0;True;False;False;False;False;False;False;False;False;False;False;202340005862315;344310;206209;11
202340007535145;202325421630371;37;True;1;True;False;True;False;False;False;False;False;False;False;False;202340007535145;294319;206209;11
202340005522906;202325421630371;7;False;0;False;False;False;False;False;False;False;False;False;False;False;202340005522906;167745;206209;11
202340004020269;202300072116312;38;True;1;True;False;False;False;False;False;False;False;False;False;False;202340004020269;145714;206209;1
202340006945007;202300072116312;43;True;0;True;False;True;False;False;False;False;False;False;False;False;202340006945007;242089;206209;1
202340004297199;202300072116312;3;False;0;False;;;;;;;;;;;202340004297199;-1;206209;1
202340001254866;202311021604036;36;True;1;True;False;True;False;False;False;False;False;False;False;False;202340001254866;294319;206209;3
202340004467666;202311021604036;37;True;0;True;False;True;False;False;False;False;False;False;False;False;202340004467666;151442;206209;3
202340001677619;202311021604036;4;False;1;False;;;;;;;;;;;202340001677619;-1;206209;3
202340001502618;202311021604036;6;False;0;False;False;False;False;False;False;False;False;False;False;False;202340001502618;245320;206209;3
202340004572837;202316322611470;0;False;0;False;;;;;;;;;;;202340004572837;-1;206209;8
202340008922505;202316322611470;32;True;1;True;False;True;True;False;False;False;False;False;False;False;202340008922505;382685;206209;8
202340008085747;202316322611470;29;True;0;True;False;False;False;False;False;False;False;False;False;False;202340008085747;488241;206209;8
202340006473015;202301313315244;34;True;0;True;False;False;False;False;False;False;False;False;False;False;202340006473015;402038;206209;1
202340007682549;202301313315244;35;True;1;True;False;False;False;False;False;False;False;False;False;False;202340007682549;239966;206209;1
202340011327165;202301313315244;2;False;0;False;;;;;;;;;;;202340011327165;-1;206209;1
202340001332429;202301313315244;6;False;0;False;False;False;False;False;False;False;False;False;False;False;202340001332429;208466;206209;1
202340007355525;202300532125082;13;False;1;False;False;False;False;False;False;False;False;False;False;False;202340007355525;210366;206209;1
202340006983611;202300532125082;14;False;0;False;False;False;False;False;False;False;False;False;False;False;202340006983611;322251;206209;1
202340009582276;202300532125082;43;True;1;True;False;True;True;False;False;False;False;False;False;False;202340009582276;357504;206209;1
202340009340274;202300532125082;4;False;1;False;;;;;;;;;;;202340009340274;-1;206209;1
202340006912300;202300532125082;10;False;1;False;False;False;False;False;False;True;False;False;False;False;202340006912300;458518;206209;1
202340008988620;202300532125082;43;True;0;True;False;True;False;False;False;False;False;False;False;False;202340008988620;347602;206209;1
202340010243471;202305540777421;38;True;0;True;False;False;False;False;False;False;False;False;False;False;202340010243471;335200;206209;2
202340004161502;202305540777421;5;False;1;False;;;;;;;;;;;202340004161502;-1;206209;2
202340007732423;202305540777421;3;False;0;False;;;;;;;;;;;202340007732423;-1;206209;2
202340006012758;202305540777421;44;True;1;True;False;False;False;False;False;False;False;False;False;False;202340006012758;239966;206209;2
202340002316992;202302431936181;34;True;1;True;False;False;False;False;False;True;False;False;False;False;202340002316992;222546;206209;1
202340007468191;202302431936181;10;False;1;False;False;False;False;False;False;True;False;False;False;False;202340007468191;420480;206209;1
202340003808779;202302431936181;42;True;0;True;False;True;False;False;False;True;False;False;False;False;202340003808779;288809;206209;1
202340005997524;202300562005107;5;False;0;False;;;;;;;;;;;202340005997524;-1;206209;1
202340005766476;202300562005107;31;True;1;True;False;False;False;False;False;False;False;False;False;False;202340005766476;308976;206209;1
202340007627573;202300562005107;10;False;0;False;False;False;False;False;False;True;False;False;False;False;202340007627573;424122;206209;1
202340008988774;202301583644198;5;False;0;False;;;;;;;;;;;202340008988774;-1;206209;1
202340011221422;202301583644198;33;True;1;True;False;True;False;False;False;False;False;False;False;False;202340011221422;277209;206209;1
202340009437761;202301583644198;29;True;0;True;False;False;False;False;False;False;False;False;False;False;202340009437761;341277;206209;1
202340004837433;202305460772499;40;True;1;True;True;False;False;False;False;False;False;False;False;False;202340004837433;173917;206209;2
202340011170768;202305460772499;43;True;0;True;False;True;True;False;False;False;False;False;False;False;202340011170768;478222;206209;2
202340008135717;202305460772499;2;False;0;False;;;;;;;;;;;202340008135717;-1;206209;2
202340009253342;202302302176603;0;False;0;False;;;;;;;;;;;202340009253342;-1;206209;1
202340009175297;202302302176603;31;True;1;True;False;False;False;False;False;False;False;False;False;False;202340009175297;239966;206209;1
202340001131184;202302302176603;2;False;1;False;;;;;;;;;;;202340001131184;-1;206209;1
202340006180185;202302302176603;33;True;0;True;False;False;False;False;False;False;False;False;False;False;202340006180185;493327;206209;1
202340003039816;202301183262678;37;True;0;True;False;True;False;False;False;False;False;False;False;False;202340003039816;420672;206209;1
202340006631665;202301183262678;39;True;1;True;False;True;False;False;False;False;False;False;False;False;202340006631665;472184;206209;1
202340005506551;202301183262678;10;False;0;False;False;False;False;False;False;True;False;False;False;False;202340005506551;113535;206209;1
202340006874136;202301183262678;13;False;1;False;False;False;False;False;False;True;False;False;False;False;202340006874136;226723;206209;1
202340001278956;202302922116977;6;False;0;False;False;False;False;False;False;False;False;False;False;False;202340001278956;132926;206209;1
202340002385974;202302922116977;2;False;1;False;;;;;;;;;;;202340002385974;-1;206209;1
202340011269721;202302922116977;33;True;0;True;False;True;True;False;False;False;False;False;False;False;202340011269721;478222;206209;1
202340010511704;202302922116977;28;True;1;True;False;False;False;False;False;False;False;False;False;False;202340010511704;341277;206209;1
202340001678819;202301182684107;4;False;1;False;;;;;;;;;;;202340001678819;-1;206209;1
202340009029102;202301182684107;42;True;0;True;False;False;False;False;False;False;False;False;False;False;202340009029102;493327;206209;1
202340003691067;202301182684107;7;False;1;False;False;False;False;False;False;True;False;False;False;False;202340003691067;105488;206209;1
202340006576185;202301182684107;43;True;1;True;False;True;False;False;False;False;False;False;False;False;202340006576185;206209;206209;1
202340006903543;202302610926382;44;True;0;True;False;False;False;False;False;False;False;False;False;False;202340006903543;428428;206209;1
202340008746203;202302610926382;44;False;1;True;False;False;False;False;False;False;False;False;False;False;202340008746203;443158;206209;1
202340004540096;202302610926382;3;False;1;False;;;;;;;;;;;202340004540096;-1;206209;1
202340001615145;202302450546392;0;False;1;False;;;;;;;;;;;202340001615145;-1;206209;1
202340007249559;202302450546392;37;True;0;True;False;True;True;False;False;False;False;False;False;False;202340007249559;478222;206209;1
202340001717831;202302450546392;33;True;1;True;False;True;False;False;False;False;False;False;False;False;202340001717831;191444;206209;1
202340007510497;202301910475253;44;True;1;False;False;False;False;False;False;False;False;False;False;False;202340007510497;337929;206209;1
202340003177013;202301910475253;44;True;0;True;False;True;False;False;False;True;False;False;False;False;202340003177013;135743;206209;1
202340007170918;202301910475253;6;False;1;False;False;False;True;False;False;False;False;False;False;False;202340007170918;228983;206209;1
202340001767036;202301910475253;8;False;0;False;False;False;False;False;False;True;False;False;False;False;202340001767036;223940;206209;1
202340004381122;202302002744894;32;True;0;True;False;True;False;False;False;True;False;False;False;False;202340004381122;135743;206209;1
202340003628119;202302002744894;27;True;1;True;False;False;True;False;False;False;False;False;False;False;202340003628119;258762;206209;1
202340010836937;202302002744894;1;False;0;False;;;;;;;;;;;202340010836937;-1;206209;1
202340009395073;202302002744894;10;False;1;False;False;False;False;False;False;False;False;False;False;False;202340009395073;474383;206209;1
202340002960427;202325273016239;3;False;0;False;;;;;;;;;;;202340002960427;-1;206209;11
202340007628337;202325273016239;36;True;1;False;False;True;True;False;False;False;False;False;False;False;202340007628337;142465;206209;11
202340008940885;202325273016239;39;True;0;True;False;True;False;False;False;False;False;False;False;False;202340008940885;347602;206209;11
202340001697891;202364080979583;31;True;1;True;False;False;False;False;False;False;False;False;False;False;202340001697891;103694;206209;24
202340008036952;202364080979583;31;True;0;True;False;False;False;False;False;False;False;False;False;False;202340008036952;312406;206209;24
202340005430127;202364080979583;2;False;1;False;;;;;;;;;;;202340005430127;-1;206209;24
202340011082592;202333381591588;40;True;0;True;False;True;False;False;False;False;False;False;False;False;202340011082592;447668;444554;17
202340009845416;202333381591588;8;False;0;False;False;False;False;False;False;True;False;False;False;False;202340009845416;180487;444554;17
202340009914610;202333381591588;38;True;1;True;True;True;False;False;False;False;False;False;False;False;202340009914610;444893;444554;17
202340009293830;202333381591588;9;False;0;False;False;False;False;False;False;True;False;False;False;False;202340009293830;368440;444554;17
202340003541400;202310862059082;7;False;1;False;False;False;False;False;False;True;False;False;False;False;202340003541400;109295;444554;3
202340002162265;202310862059082;35;True;0;True;False;True;False;False;False;False;False;False;False;False;202340002162265;139090;444554;3
202340001162031;202310862059082;5;False;1;False;;;;;;;;;;;202340001162031;-1;444554;3
202340009730418;202310862059082;36;False;1;True;False;True;False;False;False;False;False;False;False;False;202340009730418;182030;444554;3
202340010666109;202334080217058;10;False;0;False;False;False;False;False;False;True;True;False;False;False;202340010666109;167764;444554;17
202340006261899;202334080217058;33;True;1;True;False;False;False;False;False;False;False;False;False;False;202340006261899;342570;444554;17
202340005910825;202334080217058;12;False;1;False;False;False;False;False;False;False;False;False;False;False;202340005910825;233983;444554;17
202340002226531;202334080217058;38;True;0;True;False;False;False;False;False;False;False;False;False;False;202340002226531;281762;444554;17
202340009449430;202334430237161;10;False;1;False;False;False;False;False;False;True;False;False;False;False;202340009449430;148363;444554;17
202340008966932;202334430237161;7;False;0;False;False;False;False;False;False;False;False;False;False;False;202340008966932;445950;444554;17
202340007943418;202334430237161;35;True;1;True;False;False;False;False;False;False;False;False;False;False;202340007943418;277038;444554;17
202340006467475;202334430237161;39;True;0;True;False;False;True;False;False;False;False;False;False;False;202340006467475;443997;444554;17
202340001134133;202333411562184;39;True;1;True;False;False;True;False;False;False;False;False;False;False;202340001134133;176860;444554;17
202340006477292;202333411562184;3;False;1;False;;;;;;;;;;;202340006477292;-1;444554;17
202340011203791;202333411562184;10;False;1;False;False;False;False;False;False;True;False;False;False;False;202340011203791;403935;444554;17
202340007597279;202333411562184;9;False;0;False;False;False;False;False;False;True;False;False;False;False;202340007597279;180487;444554;17
202340007398183;202333411562184;41;True;0;True;False;True;False;False;False;False;False;False;False;False;202340007398183;424956;444554;17
202340005810994;202334021912054;2;False;0;False;;;;;;;;;;;202340005810994;-1;444554;17
202340005463038;202334021912054;0;False;1;False;;;;;;;;;;;202340005463038;-1;444554;17
202340004141129;202334021912054;32;True;0;True;True;False;False;False;False;False;False;False;False;False;202340004141129;226583;444554;17
202340006540354;202334021912054;28;True;1;True;False;False;False;False;False;False;False;False;False;False;202340006540354;139661;444554;17
202340002711855;202316322608115;37;True;1;True;False;False;False;False;False;True;False;False;False;False;202340002711855;114694;444554;8
202340004897107;202316322608115;40;True;0;True;False;False;False;False;False;False;False;False;False;False;202340004897107;457408;444554;8
202340008007826;202316322608115;6;False;0;False;False;False;False;False;False;False;False;False;False;False;202340008007826;306201;444554;8
202340002613526;202316322608115;3;False;1;False;;;;;;;;;;;202340002613526;-1;444554;8
202340004096424;202332930315532;5;False;1;False;;;;;;;;;;;202340004096424;-1;444554;17
202340008852895;202332930315532;31;True;0;True;False;True;False;False;False;False;False;False;False;False;202340008852895;444094;444554;17
202340007706432;202332930315532;4;False;0;False;;;;;;;;;;;202340007706432;-1;444554;17
202340008423853;202332930315532;30;True;1;True;True;True;False;False;False;False;False;False;False;False;202340008423853;444893;444554;17
202340002657432;202332551860275;1;False;1;False;;;;;;;;;;;202340002657432;-1;444554;17
202340011146408;202332551860275;31;True;0;True;False;True;False;False;False;False;False;False;False;False;202340011146408;472284;444554;17
202340007104233;202332551860275;29;True;1;True;False;False;False;False;False;False;False;False;False;False;202340007104233;485712;444554;17
202340004751088;202334080215948;34;True;0;True;False;False;False;False;False;False;False;False;False;False;202340004751088;187081;444554;17
202340007588480;202334080215948;1;False;0;False;;;;;;;;;;;202340007588480;-1;444554;17
202340008632163;202334080215948;30;True;1;True;False;False;False;False;False;False;False;False;False;False;202340008632163;146560;444554;17
202340008752069;202333400454538;41;True;1;True;False;False;False;False;False;False;False;False;False;False;202340008752069;432992;444554;17
